name,latitude,longitude,zipcode,city,state,price,rating,review_count,category_x,Accept_Credit_Card,Alcohol,Outdoor_Seating,Parking,Take_out,Takes_Reservations,WIFI,Ambience,Attire,Noise_Level,atm,bank,bar,beauty_salon,bus_station,cafe,gym,school,White_population,Black_population,American_Indian_population,Asian_population,Hispanic_or_Latino_population,High_school_or_higher,Graduate_or_professional_degree,Unemployed,average_price,review_count_binned
Seafood Gourmet,40.90571,-74.06395,7607,Maywood,NJ,$$,4.5,258,seafood&seafoodmarkets,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,14,6,12,19,18,10,7,10,0.616421693,0.046629498,0.000506842,0.10562595,0.180942727,0.948,0.152,0.053,20,Medium No Reviews
Sayat Nova Restaurant,40.881,-74.04424,7601,Hackensack,NJ,$$,4,34,mideastern&mediterranean,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,14,6,12,19,18,10,7,10,0.286041954,0.215850889,0.001492006,0.097358928,0.338173073,0.882,0.116,0.038,20,Small No Reviews
Valenca Restaurant,40.6770034,-74.2034574,7201,Elizabeth,NJ,$$,4,718,steak&portuguese&bbq,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,8,6,3,5,11,3,7,3,0.15220876,0.256029823,0.001006524,0.010214352,0.534948742,0.717,0.031,0.08,20,large Number of Reviews
Renato's Pizza Masters,40.7442813,-74.0503861,7307,Jersey City,NJ,$$,4,291,pizza&italian,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,14,6,12,19,18,10,7,10,0.238420603,0.053194052,0.001992861,0.178788078,0.460241333,0.81,0.13,0.046,20,Medium No Reviews
Carvao BBQ,40.723461,-74.070194,7304,Jersey City,NJ,$$,3.5,201,bars&portuguese&bbq,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,16,2,5,18,31,4,3,14,0.10863606,0.388519039,0.002257492,0.136025431,0.280574048,0.833,0.087,0.087,20,Medium No Reviews
Mezzanotte,40.9356219,-74.0971704,7410,Fair Lawn,NJ,$$,4,84,italian,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,14,6,12,19,18,10,7,10,0.746741486,0.013776313,0.000415665,0.092930732,0.097859327,0.948,0.225,0.041,20,Small No Reviews
Red Lobster,40.68943382,-74.30208395,7083,Union,NJ,$$,2,126,seafood&tradamerican,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,14,6,12,19,18,10,7,10,0.448958126,0.23710125,0.000725413,0.105910303,0.148999837,0.887,0.104,0.062,20,Small No Reviews
La Pastaria,40.7183445,-74.3555791,7901,Summit,NJ,$$,3,106,italian,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,14,6,12,19,18,10,7,10,0.719767885,0.040958956,0.000465924,0.063916303,0.123173366,0.963,0.366,0.036,20,Small No Reviews
Laico's,40.703212,-74.095046,7305,Jersey City,NJ,$$,4,168,italian,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,6,1,1,5,25,1,1,2,0.110780254,0.445742025,0.002776098,0.140588409,0.196761736,0.84,0.089,0.097,20,Medium No Reviews
Negeen Persian Grill,40.7180655,-74.3556458,7901,Summit,NJ,$$,3,114,persian&fooddeliveryservices,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,14,6,12,19,18,10,7,10,0.719767885,0.040958956,0.000465924,0.063916303,0.123173366,0.963,0.366,0.036,20,Small No Reviews
Applebee's Grill + Bar,40.7176,-74.0726,7304,Jersey City,NJ,$$,1.5,118,tradamerican&sportsbars&burgers,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,17,3,3,16,32,5,2,18,0.10863606,0.388519039,0.002257492,0.136025431,0.280574048,0.833,0.087,0.087,20,Small No Reviews
Shunju,40.71747018,-74.35774153,7901,Summit,NJ,$$,4,53,sushi&asianfusion&seafood,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,14,6,12,19,18,10,7,10,0.719767885,0.040958956,0.000465924,0.063916303,0.123173366,0.963,0.366,0.036,20,Small No Reviews
Roots Steakhouse,40.71822,-74.35891,7901,Summit,NJ,$$$,4,226,steak,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,14,6,12,19,18,10,7,10,0.719767885,0.040958956,0.000465924,0.063916303,0.123173366,0.963,0.366,0.036,45,Medium No Reviews
Due 360,40.7171727,-74.35877106,7901,Summit,NJ,$$,4,114,tapasmallplates&italian&spanish,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,14,6,12,19,18,10,7,10,0.719767885,0.040958956,0.000465924,0.063916303,0.123173366,0.963,0.366,0.036,20,Small No Reviews
Fin Raw Bar and Kitchen,40.7173309,-74.3591077,7901,Summit,NJ,$$$,3.5,102,newamerican&seafood&sandwiches,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,14,6,12,19,18,10,7,10,0.719767885,0.040958956,0.000465924,0.063916303,0.123173366,0.963,0.366,0.036,45,Small No Reviews
Chili's,40.926202,-74.071868,7652,Paramus,NJ,$$,2.5,95,bars&tex-mex&tradamerican,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,14,6,12,19,18,10,7,10,0.648515398,0.012325693,0.000404724,0.215239707,0.070385224,0.935,0.17,0.042,20,Small No Reviews
Chili's,33.64757,-83.9939,30013,Conyers,GA,$$,3,35,tradamerican&bars&tex-mex,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,14,6,12,19,18,10,7,10,0.269001712,0.559480384,0.002047197,0.023486935,0.062309238,0.905,0.087,0.08,20,Small No Reviews
Applebee's Grill + Bar,33.65048,-83.996626,30013,Conyers,GA,$$,1.5,47,sportsbars&burgers&tradamerican,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,14,6,12,19,18,10,7,10,0.269001712,0.559480384,0.002047197,0.023486935,0.062309238,0.905,0.087,0.08,20,Small No Reviews
The Juicy Crab,33.65304359,-83.99994604,30013,Conyers,GA,$$,4,187,seafood&venues&cajun,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,14,6,12,19,18,10,7,10,0.269001712,0.559480384,0.002047197,0.023486935,0.062309238,0.905,0.087,0.08,20,Medium No Reviews
Mandarin Garden,33.6411073,-84.0130391,30013,Conyers,GA,$$,3.5,35,chinese&seafood&soup,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,14,6,12,19,18,10,7,10,0.269001712,0.559480384,0.002047197,0.023486935,0.062309238,0.905,0.087,0.08,20,Small No Reviews
Johnny's New York Style Pizza,33.6234869,-83.9765474,30013,Conyers,GA,$$,3.5,49,italian&pizza&sandwiches,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,14,6,12,19,18,10,7,10,0.269001712,0.559480384,0.002047197,0.023486935,0.062309238,0.905,0.087,0.08,20,Small No Reviews
Arizona's,33.698346,-84.089478,30038,Lithonia,GA,$$,3.5,255,steak&seafood,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,14,6,12,19,18,10,7,10,0.027183383,0.802142144,0.001370786,0.002276899,0.018168723,0.925,0.093,0.088,20,Medium No Reviews
Buffalo Wild Wings,33.695865,-84.091809,30038,Lithonia,GA,$$,2,73,chicken_wings&tradamerican&sportsbars,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,14,6,12,19,18,10,7,10,0.027183383,0.802142144,0.001370786,0.002276899,0.018168723,0.925,0.093,0.088,20,Small No Reviews
Chili's,33.69954,-84.09039,30038,Lithonia,GA,$$,1.5,75,tradamerican&bars&tex-mex,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,14,6,12,19,18,10,7,10,0.027183383,0.802142144,0.001370786,0.002276899,0.018168723,0.925,0.093,0.088,20,Small No Reviews
Milazzo's Ristorante,33.5717242,-83.89677,30014,Porterdale,GA,$$,4.5,42,italian&wine_bars,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,14,6,12,19,18,10,7,10,0.544271651,0.306210074,0.002225364,0.00523615,0.044009844,0.805,0.077,0.08,20,Small No Reviews
RL's Off the Square,33.5969949,-83.8590487,30014,Covington,GA,$$,4,61,cajun&seafood,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,14,6,12,19,18,10,7,10,0.544271651,0.306210074,0.002225364,0.00523615,0.044009844,0.805,0.077,0.08,20,Small No Reviews
Happy Youyou,29.55724,-95.76317,77469,Richmond,TX,$,4,49,chinese&seafood,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,14,6,12,19,18,10,7,10,0.260656852,0.170781427,0.001540204,0.055492639,0.298799547,0.813,0.095,0.03,10,Small No Reviews
Full House Seafood Restaurant,34.06621,-118.23804,90012,Los Angeles,CA,$$,3.5,633,seafood&cantonese,1,Beer & Wine Only,0,Street,1,1,0,Casual,Casual,2,16,7,7,18,15,8,1,6,0.131539883,0.123754128,0.001393559,0.413129752,0.255263716,0.664,0.099,0.052,20,large Number of Reviews
Plan Check Kitchen & Bar,34.052601,-118.263447,90017,Los Angeles,CA,$$,4,972,cocktailbars&gastropubs&tradamerican,1,Full Bar,1,Street& Private Lot,1,1,0,Casual& Trendy,Casual,2,29,24,6,10,36,16,6,18,0.089323285,0.049577292,0.002218737,0.122336559,0.632186986,0.56,0.091,0.055,20,large Number of Reviews
New Dragon Seafood Restaurant,34.06518461,-118.2381088,90012,Los Angeles,CA,$,3.5,300,chinese&seafood,1,Beer & Wine Only,0,Street,1,1,0,Casual,Casual,2,17,8,7,21,18,11,1,6,0.131539883,0.123754128,0.001393559,0.413129752,0.255263716,0.664,0.099,0.052,10,Medium No Reviews
Kendall's Brasserie,34.05644586,-118.2484725,90012,Los Angeles,CA,$$$,3.5,471,french&bars&breakfast_brunch,1,Full Bar,1,Valet& Garage,1,1,0,Classy,Dressy,2,9,4,8,3,47,10,6,4,0.131539883,0.123754128,0.001393559,0.413129752,0.255263716,0.664,0.099,0.052,45,Meadium to Large Reviews
Michelangelo Ristorante,34.10698292,-118.2636239,90039,Los Angeles,CA,$$,4,638,italian&pizza,1,Full Bar,1,Valet& Street& Private Lot,1,1,0,Romantic,Casual,2,1,6,1,7,15,1,4,6,0.355857574,0.019866172,0.001248136,0.17893423,0.404742919,0.868,0.167,0.053,20,large Number of Reviews
Wolfdown,34.1072214,-118.2642524,90039,Los Angeles,CA,$$$,4,137,newamerican&asianfusion&korean,1,Beer & Wine Only,1,Valet,1,1,0,Hipster& Casual& Trendy& Intimate& Romantic,Casual,2,1,6,1,6,15,1,4,6,0.355857574,0.019866172,0.001248136,0.17893423,0.404742919,0.868,0.167,0.053,45,Small No Reviews
Moodaepo II,34.059648,-118.289799,90005,Los Angeles,CA,$$,3.5,1621,korean&bbq&bars,1,Beer & Wine Only,0,Valet,0,1,0,Casual,Casual,3,19,11,9,24,25,15,8,36,0.076161596,0.044809784,0.000877149,0.317302391,0.490652098,0.692,0.059,0.078,20,Very Popular Resturant
Buffalo Wild Wings,34.061007,-118.291399,90010,Los Angelos,CA,$$,2.5,208,sportsbars&tradamerican&chicken_wings,1,Full Bar,0,Street,1,1,0,Casual& Trendy,Casual,3,18,13,11,30,28,19,13,43,0.202294348,0.044767767,0.000839396,0.700335758,0.095970901,0.942,0.136,0.054,20,Medium No Reviews
George's Greek Grill,34.052659,-118.257136,90071,Los Angeles,CA,$$,3.5,165,greek&mediterranean&sandwiches,1,No,1,Valet& Garage& Private Lot& Validated,1,0,0,Casual,Casual,2,60,60,34,16,52,33,10,29,0.479330335,0.037569691,0.001647238,0.094145971,0.123859605,0.941,0.224,0.048,20,Medium No Reviews
Otium,34.054358,-118.251339,90012,Los Angeles,CA,$$$,4,1432,newamerican,1,Full Bar,1,Valet& Garage& Street& Validated,1,1,0,Trendy,Casual,2,33,30,20,14,49,27,10,7,0.131539883,0.123754128,0.001393559,0.413129752,0.255263716,0.664,0.099,0.052,45,Very Popular Resturant
Patina Restaurant,34.05495735,-118.2497732,90012,Los Angeles,CA,$$$$,4,605,french,1,Full Bar,1,Valet& Garage& Validated,0,1,0,Classy& Upscale,Dressy,4,20,17,12,6,56,23,7,5,0.131539883,0.123754128,0.001393559,0.413129752,0.255263716,0.664,0.099,0.052,60,large Number of Reviews
Desert Rose Restaurant,34.10193554,-118.2872443,90027,Los Angeles,CA,$$,3.5,802,mediterranean&newamerican&bars,1,Full Bar,1,Valet& Street,1,1,0,Romantic,Casual,2,13,7,18,15,24,7,6,8,0.573132347,0.028263709,0.001841423,0.126694217,0.204847654,0.909,0.192,0.075,20,large Number of Reviews
DeSano Pizza Bakery,34.09100997,-118.2977629,90029,Los Angeles,CA,$$,4.5,955,pizza&italian,1,Beer & Wine Only,0,Private Lot,1,0,0,Casual,Casual,2,4,6,12,12,14,10,2,12,0.193488327,0.026335775,0.001396409,0.151963546,0.555133639,0.69,0.06,0.079,20,large Number of Reviews
Ocean Seafood Restaurant,34.06173706,-118.2394028,90012,Los Angeles,CA,$$,3,1025,dimsum&seafood&venues,1,Full Bar,0,Valet& Street& Private Lot,1,1,0,Casual,Casual,2,21,9,9,23,36,10,7,10,0.131539883,0.123754128,0.001393559,0.413129752,0.255263716,0.664,0.099,0.052,20,Very Popular Resturant
Golden Dragon Restaurant,34.0655098,-118.2362747,90012,Los Angeles,CA,$$,3.5,629,dimsum&seafood&cantonese,1,Full Bar,0,Street,1,0,0,Casual,Casual,2,18,7,7,18,23,9,1,6,0.131539883,0.123754128,0.001393559,0.413129752,0.255263716,0.664,0.099,0.052,20,large Number of Reviews
LA Prime,34.05227932,-118.2557194,90071,Los Angeles,CA,$$$$,4,815,steak,1,Full Bar,0,Valet,0,1,0,Intimate& Romantic& Classy& Upscale,Dressy,4,60,60,37,18,49,41,10,25,0.479330335,0.037569691,0.001647238,0.094145971,0.123859605,0.941,0.224,0.048,60,large Number of Reviews
Holy Crab,34.06161126,-118.2936089,90010,Los Angeles,CA,$$,3.5,489,seafood,1,Beer & Wine Only,0,Valet,1,1,0,Casual,Casual,2,16,17,22,40,27,34,11,45,0.202294348,0.044767767,0.000839396,0.700335758,0.095970901,0.942,0.136,0.054,20,Meadium to Large Reviews
Kismet,34.1002441,-118.2906102,90027,Los Angeles,CA,$$,4,324,mediterranean&newamerican&mideastern,1,Beer & Wine Only,0,Valet& Street,0,1,0,Hipster& Casual& Trendy,Casual,2,15,5,14,12,20,10,5,10,0.573132347,0.028263709,0.001841423,0.126694217,0.204847654,0.909,0.192,0.075,20,Meadium to Large Reviews
Nick + Stef's Steakhouse,34.052719,-118.252817,90071,Los Angeles,CA,$$$,4,467,steak,1,Full Bar,1,Valet& Street& Validated,1,1,0,Classy& Upscale,Dressy,2,45,47,34,15,44,41,13,10,0.479330335,0.037569691,0.001647238,0.094145971,0.123859605,0.941,0.224,0.048,45,Meadium to Large Reviews
Blair's Restaurant,34.10851,-118.26806,90039,Los Angeles,CA,$$$,4,461,italian,1,Beer & Wine Only,0,Street,1,1,0,Intimate& Romantic,Casual,2,4,6,3,12,15,3,7,9,0.355857574,0.019866172,0.001248136,0.17893423,0.404742919,0.868,0.167,0.053,45,Meadium to Large Reviews
The Guest House,34.1028276,-118.2872571,90027,Los Angeles,CA,$$,4,270,coffee&tapasmallplates&cocktailbars,1,Full Bar,1,Valet& Street,1,0,0,Casual,Casual,2,11,6,19,14,25,8,10,9,0.573132347,0.028263709,0.001841423,0.126694217,0.204847654,0.909,0.192,0.075,20,Medium No Reviews
Weiland's Brewery Underground,34.05157,-118.256345,90189,Los Angeles,CA,$$,3,220,tradamerican&bars,1,Full Bar,0,Garage,1,1,0,Casual,Casual,2,60,60,43,22,56,47,12,20,0.479330335,0.037569691,0.001647238,0.094145971,0.123859605,0.941,0.224,0.048,20,Medium No Reviews
Umami Burger - Los Feliz,34.10076,-118.29043,90027,Los Angeles,CA,$$,3.5,1852,burgers&newamerican&gastropubs,1,Beer & Wine Only,1,Street,1,1,0,Hipster,Casual,2,16,5,17,14,20,10,8,10,0.573132347,0.028263709,0.001841423,0.126694217,0.204847654,0.909,0.192,0.075,20,Very Popular Resturant
Home Restaurant - Los Feliz,34.103134,-118.287297,90027,Los Angeles,CA,$$,4,2490,breakfast_brunch&coffee&newamerican,1,Full Bar,1,Valet& Street,1,1,0,Casual,Casual,2,9,5,19,15,24,9,10,9,0.573132347,0.028263709,0.001841423,0.126694217,0.204847654,0.909,0.192,0.075,20,Very Popular Resturant
DRAGO Centro,34.05101747,-118.257886,90071,Los Angeles,CA,$$$,4,1455,italian,1,Full Bar,1,Valet& Validated,1,1,0,Upscale,Dressy,2,60,60,44,23,60,45,12,22,0.479330335,0.037569691,0.001647238,0.094145971,0.123859605,0.941,0.224,0.048,45,Very Popular Resturant
Cafe Pinot,34.05105493,-118.2557577,90071,Los Angeles,CA,$$$,3.5,602,french&newamerican&cafes,1,Full Bar,1,Valet& Garage& Validated,1,1,0,Classy,Dressy,4,60,60,49,29,60,51,12,20,0.479330335,0.037569691,0.001647238,0.094145971,0.123859605,0.941,0.224,0.048,45,large Number of Reviews
Escala,34.06373,-118.296869,90020,Los Angeles,CA,$$,4,941,colombian&gastropubs&cocktailbars,1,Full Bar,1,Valet& Street& Private Lot& Validated,1,1,0,Casual& Trendy,Casual,2,12,13,29,30,21,30,8,40,0.098905414,0.052520493,0.001030776,0.451749865,0.334707701,0.822,0.089,0.058,20,large Number of Reviews
Grand Cafâˆ_Â©,34.05280203,-118.2501352,90012,Los Angeles,CA,$$,4,358,breakfast_brunch&newamerican&buffets,1,Full Bar,1,Valet& Validated,1,1,0,Casual& Upscale,Casual,2,35,33,25,11,56,32,8,9,0.131539883,0.123754128,0.001393559,0.413129752,0.255263716,0.664,0.099,0.052,20,Meadium to Large Reviews
Shabuya,34.05131,-118.27825,90006,Los Angeles,CA,$$,4,242,japanese&seafood&hotpot,1,Beer & Wine Only,0,Street& Private Lot,0,1,0,Casual,Casual,3,9,2,12,17,24,3,3,16,0.029963934,0.029980035,0.001239776,0.174244864,0.70963483,0.564,0.033,0.091,20,Medium No Reviews
Pez Cantina,34.0515515,-118.2534951,90071,Los Angeles,CA,$$,4,704,seafood&mexican&bars,1,Full Bar,1,Valet& Garage& Street& Validated,1,1,0,Casual,Casual,2,60,60,38,24,56,46,10,18,0.479330335,0.037569691,0.001647238,0.094145971,0.123859605,0.941,0.224,0.048,20,large Number of Reviews
Noe Restaurant and Bar,34.05256144,-118.2506045,90012,Los Angeles,CA,$$$,4,430,bars&french&musicvenues,1,Full Bar,1,Valet& Street& Validated,1,1,0,Intimate& Romantic& Classy& Upscale,Dressy,4,35,34,30,15,60,33,10,9,0.131539883,0.123754128,0.001393559,0.413129752,0.255263716,0.664,0.099,0.052,45,Meadium to Large Reviews
Blue Cow Kitchen & Bar,34.05187005,-118.2520536,90071,Los Angeles,CA,$$,4,1150,newamerican&bars,1,Full Bar,1,Garage& Street& Validated,1,1,0,Casual,Casual,2,48,46,36,21,54,45,10,9,0.479330335,0.037569691,0.001647238,0.094145971,0.123859605,0.941,0.224,0.048,20,Very Popular Resturant
71 Above,34.0511203,-118.2543221,90071,Los Angeles,CA,$$$$,4,1220,tradamerican&desserts&cocktailbars,1,Full Bar,0,Valet& Garage,0,1,0,Romantic& Classy& Upscale,Dressy,2,60,60,52,28,60,50,11,19,0.479330335,0.037569691,0.001647238,0.094145971,0.123859605,0.941,0.224,0.048,60,Very Popular Resturant
Miro,34.049792,-118.259187,90017,Los Angeles,CA,$$$,4,345,mediterranean&italian&bars,1,Full Bar,1,Valet& Street& Validated,0,1,0,Romantic,Dressy,2,60,60,47,30,58,44,16,18,0.089323285,0.049577292,0.002218737,0.122336559,0.632186986,0.56,0.091,0.055,45,Meadium to Large Reviews
The Restaurant at The Standard& Downtown LA,34.05013,-118.25691,90071,Los Angeles,CA,$$,3.5,343,newamerican&breakfast_brunch&cocktailbars,1,Full Bar,1,Valet& Street,1,1,0,Trendy,Casual,2,60,60,48,35,60,51,15,20,0.479330335,0.037569691,0.001647238,0.094145971,0.123859605,0.941,0.224,0.048,20,Meadium to Large Reviews
Engine Co No 28,34.049753,-118.259359,90017,Los Angeles,CA,$$,3,691,tradamerican&wine_bars,1,Full Bar,1,Valet& Street,1,1,0,Casual,Casual,2,60,60,47,30,57,44,15,18,0.089323285,0.049577292,0.002218737,0.122336559,0.632186986,0.56,0.091,0.055,20,large Number of Reviews
George's Greek Grill,34.051628,-118.251559,90071,Los Angeles,CA,$$,3,117,greek&mideastern&mediterranean,1,No,1,Valet& Garage& Street& Private Lot& Validated,1,0,0,Casual,Casual,2,45,43,43,23,56,43,10,14,0.479330335,0.037569691,0.001647238,0.094145971,0.123859605,0.941,0.224,0.048,20,Small No Reviews
Bunker Hill Bar & Grill,34.050802,-118.253996,90017,Los Angeles,CA,$$,4,785,newamerican&sportsbars&sushi,1,Full Bar,1,Street,1,1,0,Casual& Trendy,Casual,2,60,60,56,32,60,55,12,19,0.089323285,0.049577292,0.002218737,0.122336559,0.632186986,0.56,0.091,0.055,20,large Number of Reviews
Chi Dynasty,34.1042011,-118.2879041,90027,Los Angeles,CA,$$,3.5,447,chinese&bars,1,Full Bar,0,Private Lot,1,1,0,Casual,Casual,2,8,5,17,16,24,8,10,9,0.573132347,0.028263709,0.001841423,0.126694217,0.204847654,0.909,0.192,0.075,20,Meadium to Large Reviews
Public School 213,34.04986702,-118.2573908,90017,Los Angeles,CA,$$,3.5,671,bars&newamerican&gastropubs,1,Full Bar,0,Street,1,1,0,Casual& Trendy,Casual,2,60,60,51,3,60,51,16,19,0.089323285,0.049577292,0.002218737,0.122336559,0.632186986,0.56,0.091,0.055,20,large Number of Reviews
Mayflower Seafood Restaurant,34.0596336,-118.2381478,90012,Los Angeles,CA,$$,3,408,seafood&chinese,0,No,0,Street,1,0,0,Casual,Casual,3,18,8,6,21,37,11,7,5,0.131539883,0.123754128,0.001393559,0.413129752,0.255263716,0.664,0.099,0.052,20,Meadium to Large Reviews
George's Greek Grill,34.04906105,-118.2607122,90017,Los Angeles,CA,$$,3.5,370,greek&mediterranean&juicebars,1,No,1,Garage& Validated,1,0,0,Casual,Casual,2,60,60,40,17,52,35,11,17,0.089323285,0.049577292,0.002218737,0.122336559,0.632186986,0.56,0.091,0.055,20,Meadium to Large Reviews
Falafel-Arax,34.09115,-118.30078,90029,Los Angeles,CA,$,4.5,286,falafel,0,No,0,Private Lot,1,0,0,Casual,Casual,2,5,6,12,11,16,10,1,7,0.193488327,0.026335775,0.001396409,0.151963546,0.555133639,0.69,0.06,0.079,10,Medium No Reviews
Rockwell Table & Stage,34.1022651,-118.2917498,90027,Los Angeles,CA,$$,3.5,1134,lounges&newamerican&theater,1,Full Bar,1,Valet& Street,1,1,0,Casual,Casual,2,16,7,16,15,25,8,7,12,0.573132347,0.028263709,0.001841423,0.126694217,0.204847654,0.909,0.192,0.075,20,Very Popular Resturant
Redwood Bar & Grill,34.0526,-118.24747,90012,Los Angeles,CA,$$,3.5,621,pubs&tradamerican,1,Full Bar,0,Street,1,0,0,Divey,Casual,3,23,14,27,8,56,27,8,20,0.131539883,0.123754128,0.001393559,0.413129752,0.255263716,0.664,0.099,0.052,20,large Number of Reviews
The Boiling Crab,34.06242492,-118.2976707,90010,Los Angeles,CA,$$,4,2150,seafood&cajun,1,Beer & Wine Only,0,Garage& Street,1,0,0,Casual,Casual,3,14,15,29,34,21,32,9,46,0.202294348,0.044767767,0.000839396,0.700335758,0.095970901,0.942,0.136,0.054,20,Very Popular Resturant
The Prince,34.059621,-118.295243,90005,Los Angeles,CA,$$,3.5,514,bars&korean,1,Full Bar,0,Valet& Street& Private Lot,1,1,0,Intimate,Casual,2,17,18,24,43,24,33,8,43,0.076161596,0.044809784,0.000877149,0.317302391,0.490652098,0.692,0.059,0.078,20,Meadium to Large Reviews
Sidewalk Grill,34.10262892,-118.2919436,90027,Los Angeles,CA,$$,4.5,798,mediterranean&salad&sandwiches,1,Beer & Wine Only,1,Street& Private Lot,1,0,0,Casual,Casual,2,16,7,16,16,27,8,7,11,0.573132347,0.028263709,0.001841423,0.126694217,0.204847654,0.909,0.192,0.075,20,large Number of Reviews
EMC Seafood & Raw Bar,34.063452,-118.299046,90020,Los Angeles,CA,$$,4,2997,seafood&raw_food&sushi,1,Full Bar,0,Valet& Garage& Street& Private Lot& Validated,1,1,0,Trendy,Casual,3,13,15,27,36,26,35,5,36,0.098905414,0.052520493,0.001030776,0.451749865,0.334707701,0.822,0.089,0.058,20,Very Popular Resturant
The Dresden Restaurant,34.103099,-118.291665,90027,Los Angeles,CA,$$,4,770,lounges&tradamerican&jazzandblues,1,Full Bar,0,Valet& Street,1,1,0,Classy,Casual,2,16,7,17,15,29,8,7,11,0.573132347,0.028263709,0.001841423,0.126694217,0.204847654,0.909,0.192,0.075,20,large Number of Reviews
Il Capriccio on Vermont,34.103042,-118.291857,90027,Los Angeles,CA,$$,4,875,italian,1,Beer & Wine Only,1,Valet& Street& Private Lot& Validated,1,1,0,Casual,Casual,2,16,7,16,15,27,8,7,11,0.573132347,0.028263709,0.001841423,0.126694217,0.204847654,0.909,0.192,0.075,20,large Number of Reviews
Water Grill- Los Angeles,34.04903713,-118.2546909,90071,Los Angeles,CA,$$$,4,1829,seafood,1,Full Bar,0,Valet& Garage& Street& Validated,1,1,0,Classy,Dressy,2,60,60,60,47,60,60,18,24,0.479330335,0.037569691,0.001647238,0.094145971,0.123859605,0.941,0.224,0.048,45,Very Popular Resturant
La Golondrina Mexican Cafe,34.0571939,-118.2384039,90012,Los Angeles,CA,$$,3.5,791,mexican&venues&bars,1,Full Bar,1,Street,1,1,0,Casual& Touristy,Casual,2,16,3,5,8,44,7,7,2,0.131539883,0.123754128,0.001393559,0.413129752,0.255263716,0.664,0.099,0.052,20,large Number of Reviews
Prawn Coastal,34.0508806,-118.2490251,90013,Los Angeles,CA,$$,3.5,206,seafood&salad&sandwiches,1,Beer & Wine Only,1,Garage& Street& Private Lot,1,0,0,Casual& Touristy& Trendy,Casual,2,33,30,52,16,54,32,10,19,0.278918462,0.315251373,0.008703,0.153274187,0.203548796,0.832,0.127,0.108,20,Medium No Reviews
Alcove Cafâˆ_Â© & Bakery,34.106215,-118.28776,90027,Los Angeles,CA,$$,4,3949,bakeries&breakfast_brunch&newamerican,1,Full Bar,1,Valet& Street,1,0,0,Casual,Casual,2,8,3,10,17,24,11,9,6,0.573132347,0.028263709,0.001841423,0.126694217,0.204847654,0.909,0.192,0.075,20,Very Popular Resturant
Casey's Irish Pub,34.04845821,-118.2557542,90017,Los Angeles,CA,$$,3.5,748,pubs&irish&sportsbars,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,60,60,60,51,60,60,18,18,0.089323285,0.049577292,0.002218737,0.122336559,0.632186986,0.56,0.091,0.055,20,large Number of Reviews
