name,latitude,longitude,zipcode,city,state,price,rating,review_count,category_x,Accept_Credit_Card,Alcohol,Outdoor_Seating,Parking,Take_out,Takes_Reservations,WIFI,Ambience,Attire,Noise_Level,atm,bank,bar,beauty_salon,bus_station,cafe,gym,school,White_population,Black_population,American_Indian_population,Asian_population,Hispanic_or_Latino_population,High_school_or_higher,Graduate_or_professional_degree,Unemployed,average_price,review_count_binned
The Little Owl,40.73238083,-74.005301,10014,New York,NY,$$$,4,1212,desserts&wine_bars&mediterranean,1,Beer & Wine Only,0,Street,1,1,0,Intimate,Casual,2,39,15,60,45,29,60,19,45,0.832837224,0.01892527,0.000845997,0.058311139,0.063606455,1.015,0.361,0.043,45,Very Popular Resturant
Palma,40.73115,-74.00233,10014,New York,NY,$$$,4,620,italian,1,Full Bar,1,Garage& Street,1,1,0,Intimate& Romantic,Casual,2,50,15,60,60,28,60,20,60,0.832837224,0.01892527,0.000845997,0.058311139,0.063606455,1.015,0.361,0.043,45,large Number of Reviews
Fish,40.731734,-74.003463,10014,New York,NY,$$,4,1361,seafood,1,Beer & Wine Only,1,Street,1,1,0,Casual,Casual,2,49,13,60,60,32,60,21,57,0.832837224,0.01892527,0.000845997,0.058311139,0.063606455,1.015,0.361,0.043,20,Very Popular Resturant
Caliente Cab,40.7318059,-74.0035903,10014,New York,NY,$$,2.5,698,mexican&bars&tex-mex,1,Full Bar,1,Street,1,1,0,Casual,Casual,3,49,13,60,60,32,60,24,56,0.832837224,0.01892527,0.000845997,0.058311139,0.063606455,1.015,0.361,0.043,20,large Number of Reviews
Komegashi Too,40.72651051,-74.03305361,7310,Jersey City,NJ,$$,3.5,395,japanese&sushi&bars,1,Full Bar,0,Garage& Street& Validated,1,1,0,Casual,Casual,2,22,12,7,9,7,9,3,2,0.190318874,0.049913818,0.001723643,0.599468544,0.062122953,0.991,0.56,0.038,20,Meadium to Large Reviews
NISI,40.7325,-74.00386,10014,New York,NY,$$,4,194,greek&seafood,1,Full Bar,1,Street,1,1,0,Casual& Intimate,Casual,2,47,14,60,60,29,60,21,47,0.832837224,0.01892527,0.000845997,0.058311139,0.063606455,1.015,0.361,0.043,20,Medium No Reviews
Casa La Femme,40.73404,-74.0083499,10014,New York,NY,$$$,3.5,445,egyptian&moroccan&mediterranean,1,Full Bar,0,Street,1,1,0,Romantic,Dressy,2,22,5,60,24,21,20,12,33,0.832837224,0.01892527,0.000845997,0.058311139,0.063606455,1.015,0.361,0.043,45,Meadium to Large Reviews
Perry St,40.73442,-74.00971,10014,New York,NY,$$$,4,881,newamerican&french&asianfusion,1,Full Bar,0,Street,0,1,0,Classy,Dressy,2,12,2,38,14,16,13,11,24,0.832837224,0.01892527,0.000845997,0.058311139,0.063606455,1.015,0.361,0.043,45,large Number of Reviews
A.O.C.,40.7328715,-74.004005,10014,New York,NY,$$,3.5,540,french,1,Full Bar,1,Street,1,1,0,Romantic,Casual,2,48,14,60,60,30,60,21,46,0.832837224,0.01892527,0.000845997,0.058311139,0.063606455,1.015,0.361,0.043,20,Meadium to Large Reviews
Cowgirl,40.73384377,-74.00646109,10014,New York,NY,$$,3.5,535,southern&cocktailbars,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,31,8,60,37,26,39,16,38,0.832837224,0.01892527,0.000845997,0.058311139,0.063606455,1.015,0.361,0.043,20,Meadium to Large Reviews
Tio Pepe,40.73200607,-74.00164795,10014,New York,NY,$$,3.5,374,spanish&breakfast_brunch&seafood,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,50,15,60,60,28,60,19,60,0.832837224,0.01892527,0.000845997,0.058311139,0.063606455,1.015,0.361,0.043,20,Meadium to Large Reviews
L'Artusi,40.733714,-74.005068,10014,New York,NY,$$$,4.5,1553,italian,1,Full Bar,0,Street,1,1,0,Trendy,Dressy,2,42,12,60,54,31,59,20,41,0.832837224,0.01892527,0.000845997,0.058311139,0.063606455,1.015,0.361,0.043,45,Very Popular Resturant
Decoy,40.734196,-74.006519,10014,New York,NY,$$$,4.5,332,chinese&bars,1,Full Bar,0,Street,0,1,0,Casual& Trendy,Casual,2,27,6,60,37,26,34,15,40,0.832837224,0.01892527,0.000845997,0.058311139,0.063606455,1.015,0.361,0.043,45,Meadium to Large Reviews
Satis Bistro,40.71445219,-74.03766993,7302,Jersey City,NJ,$$$,4,579,wine_bars&newamerican&italian,1,Full Bar,1,Street,1,1,0,Intimate,Casual,2,20,17,16,7,14,11,1,21,0.366991878,0.08924881,0.00127361,0.228096314,0.162973999,0.954,0.359,0.027,45,Meadium to Large Reviews
Bistro La Source,40.71365,-74.03773,7302,Jersey City,NJ,$$,3,268,french&newamerican,1,Full Bar,1,Private Lot,1,1,0,Casual,Casual,2,14,9,15,6,13,10,1,18,0.366991878,0.08924881,0.00127361,0.228096314,0.162973999,0.954,0.359,0.027,20,Medium No Reviews
Light Horse Tavern,40.71401,-74.03831,7302,Jersey City,NJ,$$,3.5,582,newamerican&bars&seafood,1,Full Bar,1,Street,1,1,0,Classy,Casual,2,14,9,17,8,14,10,3,20,0.366991878,0.08924881,0.00127361,0.228096314,0.162973999,0.954,0.359,0.027,20,Meadium to Large Reviews
Aria Wine Bar,40.73512,-74.00671,10014,New York,NY,$$,3.5,617,wine_bars&tapasmallplates&italian,1,Full Bar,0,Street,1,1,0,Trendy,Casual,3,26,5,60,35,28,36,15,34,0.832837224,0.01892527,0.000845997,0.058311139,0.063606455,1.015,0.361,0.043,20,large Number of Reviews
While We Were Young,40.73437,-74.00272,10014,New York,NY,$$,3.5,193,newamerican&cocktailbars,1,Full Bar,1,Street,0,0,0,Trendy& Intimate,Casual,2,51,14,60,60,32,60,18,49,0.832837224,0.01892527,0.000845997,0.058311139,0.063606455,1.015,0.361,0.043,20,Medium No Reviews
Zinburger Wine & Burger Bar,40.72695457,-74.03664345,7310,Jersey City,NJ,$$,3,168,tradamerican&burgers&cocktailbars,1,Full Bar,1,Street,1,0,0,Casual& Trendy,Casual,2,25,14,7,8,9,9,3,7,0.190318874,0.049913818,0.001723643,0.599468544,0.062122953,0.991,0.56,0.038,20,Medium No Reviews
Sevilla Restaurant,40.73487259,-74.00297083,10014,New York,NY,$$,3.5,400,spanish&bars&seafood,1,Full Bar,0,Street,1,1,0,Casual,Casual,2,55,16,60,60,34,60,17,51,0.832837224,0.01892527,0.000845997,0.058311139,0.063606455,1.015,0.361,0.043,20,Meadium to Large Reviews
Liberty Prime Steakhouse,40.7168985,-74.0399027,7302,Jersey City,NJ,$$$,4,308,bars&newamerican&steak,1,Full Bar,1,Valet& Garage& Street& Validated,1,1,0,Intimate,Casual,2,21,11,26,19,20,21,15,26,0.366991878,0.08924881,0.00127361,0.228096314,0.162973999,0.954,0.359,0.027,45,Meadium to Large Reviews
Amâˆ_Â©lie,40.7327,-73.99766,10011,New York,NY,$$,4.5,2171,french&wine_bars,1,Full Bar,0,Street,1,1,0,Trendy,Casual,2,58,18,60,60,26,60,35,60,0.729570082,0.038649611,0.001017095,0.08752885,0.114442749,0.973,0.395,0.034,20,Very Popular Resturant
Extra Virgin,40.73539625,-74.00318882,10014,New York,NY,$$,4,1167,seafood&greek&italian,1,Full Bar,1,Street,1,1,0,Trendy,Casual,2,50,16,60,60,34,60,19,50,0.832837224,0.01892527,0.000845997,0.058311139,0.063606455,1.015,0.361,0.043,20,Very Popular Resturant
The Boil,40.73026447,-73.99437881,10003,New York,NY,$$,4,573,cajun&seafood,0,Full Bar,0,Street,1,1,0,Casual& Trendy,Casual,2,51,15,60,60,29,60,56,60,0.695646133,0.030183567,0.001094111,0.139282055,0.077959744,0.985,0.382,0.043,20,Meadium to Large Reviews
Aunt Jake's,40.73329,-73.99852,10011,New York,NY,$$,4,99,italian&pastashops&cocktailbars,1,Full Bar,0,Street,1,1,0,Casual,Casual,2,56,13,60,60,25,60,29,60,0.729570082,0.038649611,0.001017095,0.08752885,0.114442749,0.973,0.395,0.034,20,Small No Reviews
Malaparte,40.73687,-74.00812,10014,New York,NY,$$,4,272,italian&salad&coffee,1,Beer & Wine Only,1,Street,1,1,0,Casual,Casual,2,12,3,60,17,22,26,12,28,0.832837224,0.01892527,0.000845997,0.058311139,0.063606455,1.015,0.361,0.043,20,Medium No Reviews
Morandi,40.73534,-74.00151,10014,New York,NY,$$$,3.5,604,italian&desserts&breakfast_brunch,1,Full Bar,1,Street,1,1,0,Casual,Casual,3,52,16,60,60,33,60,21,60,0.832837224,0.01892527,0.000845997,0.058311139,0.063606455,1.015,0.361,0.043,45,large Number of Reviews
Tartine,40.73635,-74.00346,10014,New York,NY,$$,4,914,french&breakfast_brunch&bakeries,0,No,1,Street,1,0,0,Casual,Casual,2,45,15,60,60,36,60,20,55,0.832837224,0.01892527,0.000845997,0.058311139,0.063606455,1.015,0.361,0.043,20,large Number of Reviews
Bait & Hook,40.73263,-73.985103,10003,New York,NY,$$,3.5,360,seafood&fishnchips&bars,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,60,15,60,60,35,60,29,60,0.695646133,0.030183567,0.001094111,0.139282055,0.077959744,0.985,0.382,0.043,20,Meadium to Large Reviews
Taverna Kyclades - East Village,40.73107825,-73.9825163,10009,New York,NY,$$,4,732,greek&seafood&mediterranean,1,Full Bar,0,Street,1,0,0,Casual,Casual,2,45,9,60,60,35,53,9,58,0.504269982,0.078722633,0.001665128,0.136458059,0.263403456,0.89,0.232,0.042,20,large Number of Reviews
Momofuku Ssam Bar,40.73169,-73.985846,10003,New York,NY,$$$,4,2279,newamerican,1,Full Bar,0,Street,1,1,0,Trendy,Casual,2,60,12,60,60,42,60,37,60,0.695646133,0.030183567,0.001094111,0.139282055,0.077959744,0.985,0.382,0.043,45,Very Popular Resturant
Hearth,40.7300466,-73.9832498,10009,New York,NY,$$$,4,655,newamerican&italian&breakfast_brunch,1,Full Bar,1,Street,0,1,0,Casual,Casual,2,44,7,60,60,38,60,13,55,0.504269982,0.078722633,0.001665128,0.136458059,0.263403456,0.89,0.232,0.042,45,large Number of Reviews
Han Dynasty,40.732072,-73.988074,10003,New York,NY,$$,4,1047,szechuan&bars,1,Full Bar,1,Street,1,0,0,Casual,Casual,2,60,25,60,60,40,60,58,60,0.695646133,0.030183567,0.001094111,0.139282055,0.077959744,0.985,0.382,0.043,20,Very Popular Resturant
Tree Bistro,40.72966,-73.98359,10009,New York,NY,$$,3.5,324,french&tradamerican,1,Beer & Wine Only,1,Garage& Street& Private Lot,1,1,0,Romantic,Casual,2,50,8,60,60,38,60,15,58,0.504269982,0.078722633,0.001665128,0.136458059,0.263403456,0.89,0.232,0.042,20,Meadium to Large Reviews
Cacio E Pepe,40.7307352,-73.9862681,10003,New York,NY,$$,3.5,428,italian&bars,1,Full Bar,1,Garage& Street,1,1,0,Casual,Casual,2,60,17,60,60,47,60,33,60,0.695646133,0.030183567,0.001094111,0.139282055,0.077959744,0.985,0.382,0.043,20,Meadium to Large Reviews
Raclette,40.7289298,-73.980601,10009,New York,NY,$$,4,986,sandwiches&french,1,Beer & Wine Only,0,Street,1,1,0,Casual,Casual,2,27,2,60,60,35,42,13,49,0.504269982,0.078722633,0.001665128,0.136458059,0.263403456,0.89,0.232,0.042,20,large Number of Reviews
Au Za'atar,40.72893719,-73.98126749,10009,New York,NY,$$,4,424,wine_bars&lebanese&mediterranean,1,Beer & Wine Only,1,Garage& Street,1,1,0,Casual& Intimate,Casual,2,31,4,60,60,39,47,14,52,0.504269982,0.078722633,0.001665128,0.136458059,0.263403456,0.89,0.232,0.042,20,Meadium to Large Reviews
Momofuku Noodle Bar,40.72920638,-73.98448482,10003,New York,NY,$$,3.5,3967,ramen&newamerican,1,Beer & Wine Only,0,Street,1,0,0,Casual,Casual,3,53,8,60,60,40,60,19,60,0.695646133,0.030183567,0.001094111,0.139282055,0.077959744,0.985,0.382,0.043,20,Very Popular Resturant
Westville - East,40.72847,-73.98213,10009,New York,NY,$$,4,983,tradamerican&beerbar&bakeries,1,Beer & Wine Only,0,Street,1,0,0,Casual,Casual,2,32,6,60,60,35,56,14,56,0.504269982,0.078722633,0.001665128,0.136458059,0.263403456,0.89,0.232,0.042,20,large Number of Reviews
The Smith,40.7310675,-73.9886217,10003,New York,NY,$$,3.5,1807,newamerican&breakfast_brunch&cocktailbars,1,Full Bar,0,Street,1,1,0,Trendy,Casual,3,60,24,60,60,43,60,55,60,0.695646133,0.030183567,0.001094111,0.139282055,0.077959744,0.985,0.382,0.043,20,Very Popular Resturant
Horus Cafâˆ_Â© on A,40.727917,-73.982006,10009,New York,NY,$$,3,317,mideastern&hookah_bars&mediterranean,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,36,6,60,60,36,55,15,53,0.504269982,0.078722633,0.001665128,0.136458059,0.263403456,0.89,0.232,0.042,20,Meadium to Large Reviews
Eleven B,40.72745,-73.97974,10009,New York,NY,$$,3.5,187,italian&pizza&wine_bars,1,Beer & Wine Only,0,Garage& Street,1,1,0,Casual,Casual,2,27,6,60,60,41,38,14,48,0.504269982,0.078722633,0.001665128,0.136458059,0.263403456,0.89,0.232,0.042,20,Medium No Reviews
Solas,40.72973,-73.988074,10003,New York,NY,$$,3,572,lounges&danceclubs,1,Full Bar,0,Garage& Street,1,1,0,Casual,Casual,4,60,18,60,60,42,60,46,60,0.695646133,0.030183567,0.001094111,0.139282055,0.077959744,0.985,0.382,0.043,20,Meadium to Large Reviews
Thursday Kitchen,40.7275,-73.9838,10009,New York,NY,$$,4.5,962,korean&newamerican&tapasmallplates,1,Beer & Wine Only,0,Street,0,0,0,Casual& Trendy,Casual,2,35,6,60,60,30,60,17,60,0.504269982,0.078722633,0.001665128,0.136458059,0.263403456,0.89,0.232,0.042,20,large Number of Reviews
Angel's Share,40.72970975,-73.98914922,10003,New York,NY,$$,4.5,1933,cocktailbars&speakeasies,1,Full Bar,0,Street,1,0,0,Intimate,Casual,2,60,18,60,60,42,60,53,60,0.695646133,0.030183567,0.001094111,0.139282055,0.077959744,0.985,0.382,0.043,20,Very Popular Resturant
Please Don't Tell,40.727098,-73.983763,10009,New York,NY,$$$,4,1593,lounges,1,Full Bar,0,Street,1,1,0,Intimate,Casual,2,35,6,60,60,30,60,18,60,0.504269982,0.078722633,0.001665128,0.136458059,0.263403456,0.89,0.232,0.042,45,Very Popular Resturant
Reservoir Bar,40.733215,-73.993751,10003,New York,NY,$$,3.5,224,sportsbars&tradamerican,1,Full Bar,0,Street,1,0,0,Divey& Casual,Casual,2,60,26,60,60,36,60,60,60,0.695646133,0.030183567,0.001094111,0.139282055,0.077959744,0.985,0.382,0.043,20,Medium No Reviews
Khyber Pass,40.7286266,-73.9883754,10003,New York,NY,$$,3.5,322,afghani,1,Beer & Wine Only,1,Street,1,1,0,Casual,Casual,2,54,15,60,60,41,60,41,60,0.695646133,0.030183567,0.001094111,0.139282055,0.077959744,0.985,0.382,0.043,20,Meadium to Large Reviews
Noreetuh,40.727275,-73.985221,10009,New York,NY,$$$,4,372,newamerican&hawaiian,1,Beer & Wine Only,0,Street,0,1,0,Trendy,Casual,2,37,7,60,60,35,60,23,60,0.504269982,0.078722633,0.001665128,0.136458059,0.263403456,0.89,0.232,0.042,45,Meadium to Large Reviews
David's Cafe,40.726931,-73.98434289,10009,New York,NY,$$,4,153,newamerican&french&cafes,1,Beer & Wine Only,0,Street,1,1,0,Casual,Casual,2,36,6,60,60,29,60,21,60,0.504269982,0.078722633,0.001665128,0.136458059,0.263403456,0.89,0.232,0.042,20,Medium No Reviews
Caracas Arepa Bar,40.7269655,-73.9854223,10009,New York,NY,$$,4,2475,venezuelan&bars,1,Beer & Wine Only,0,Street,1,0,0,Casual,Casual,2,34,6,60,60,34,60,24,60,0.504269982,0.078722633,0.001665128,0.136458059,0.263403456,0.89,0.232,0.042,20,Very Popular Resturant
Yuca Bar,40.7262,-73.9836,10009,New York,NY,$$,4,1643,latin&tapas&cocktailbars,1,Full Bar,1,Street,1,1,0,Casual,Casual,3,38,5,60,60,35,60,20,60,0.504269982,0.078722633,0.001665128,0.136458059,0.263403456,0.89,0.232,0.042,20,Very Popular Resturant
Desnuda,40.726255,-73.9843,10009,New York,NY,$$$,4,378,seafood&latin&wine_bars,1,Beer & Wine Only,0,Street,0,0,0,Intimate,Casual,2,36,5,60,60,28,60,19,60,0.504269982,0.078722633,0.001665128,0.136458059,0.263403456,0.89,0.232,0.042,45,Meadium to Large Reviews
Arte Restaurant,40.7325058,-73.99455261,10003,New York,NY,$$$,3.5,86,italian,1,Full Bar,1,Street,1,1,0,Intimate& Romantic& Classy,Casual,2,60,26,60,60,36,60,60,60,0.695646133,0.030183567,0.001094111,0.139282055,0.077959744,0.985,0.382,0.043,45,Small No Reviews
Avant Garden,40.7261499,-73.98402,10009,New York,NY,$$$,4.5,252,newamerican&vegan&vegetarian,1,Beer & Wine Only,0,Street,0,1,0,Intimate,Casual,2,36,5,60,60,32,60,20,56,0.504269982,0.078722633,0.001665128,0.136458059,0.263403456,0.89,0.232,0.042,45,Medium No Reviews
The Summit Bar,40.72503,-73.9784584,10009,New York,NY,$$,4,381,cocktailbars&newamerican,1,Full Bar,1,Street,0,1,0,Trendy,Casual,2,26,1,60,39,38,18,12,36,0.504269982,0.078722633,0.001665128,0.136458059,0.263403456,0.89,0.232,0.042,20,Meadium to Large Reviews
Claudette,40.73303676,-73.99602869,10011,New York,NY,$$$,4,309,french,1,Full Bar,0,Street,1,1,0,Trendy& Classy,Casual,2,60,27,60,60,27,60,46,60,0.729570082,0.038649611,0.001017095,0.08752885,0.114442749,0.973,0.395,0.034,45,Meadium to Large Reviews
Alta,40.73451638,-73.99833696,10011,New York,NY,$$$,4,1722,tapas&mediterranean&spanish,1,Full Bar,0,Street,0,1,0,Romantic,Casual,3,60,18,60,60,33,60,34,60,0.729570082,0.038649611,0.001017095,0.08752885,0.114442749,0.973,0.395,0.034,45,Very Popular Resturant
Baby Brasa,40.73595,-74.0012,10014,New York,NY,$$,3.5,178,peruvian&latin&cocktailbars,1,Full Bar,1,Street,1,1,0,Casual& Trendy,Casual,2,50,18,60,60,36,60,25,60,0.832837224,0.01892527,0.000845997,0.058311139,0.063606455,1.015,0.361,0.043,20,Medium No Reviews
La Nonna Ristorante & Bar,40.71846879,-73.96391855,11249,Brooklyn,NY,$$,4,237,italian&cocktailbars&wine_bars,1,Full Bar,1,Garage& Street,1,1,0,Intimate,Casual,2,18,6,42,13,13,27,22,16,0.479330335,0.037569691,0.001647238,0.094145971,0.123859605,0.941,0.224,0.048,20,Medium No Reviews
Friducha,40.73152,-73.95432,11222,Brooklyn,NY,$$,4,42,mexican&bars,1,Full Bar,1,Street,1,0,0,Casual,Casual,2,36,12,31,24,30,19,9,15,0.7718397,0.017538045,0.001380948,0.049299859,0.15748336,0.922,0.215,0.041,20,Small No Reviews
Cafâˆ_Â© Henri,40.742559,-73.953697,11101,Long Island City,NY,$$,4,628,french&breakfast_brunch&cafes,1,Beer & Wine Only,1,Street,1,0,0,Casual,Casual,2,13,5,23,10,14,11,11,20,0.266728659,0.175227822,0.00204575,0.15049284,0.326873721,0.839,0.183,0.072,20,large Number of Reviews
Blue Eyes Restaurant,40.74159043,-74.02616293,7030,Hoboken,NJ,$$,3.5,217,pizza&cafes&italian,1,Beer & Wine Only,1,Garage& Street,1,0,0,Casual,Casual,2,23,8,22,18,8,18,9,24,0.679190322,0.023915544,0.000612268,0.065234332,0.141044195,0.966,0.286,0.031,20,Medium No Reviews
Del Frisco's Grille,40.73860604,-74.02764916,7030,Hoboken,NJ,$$$,3.5,299,newamerican&steak&cocktailbars,1,Full Bar,1,Garage& Street,1,1,0,Trendy,Casual,2,42,17,41,25,12,29,20,25,0.679190322,0.023915544,0.000612268,0.065234332,0.141044195,0.966,0.286,0.031,45,Medium No Reviews
Spice,40.7444954,-73.9533234,11101,Long Island City,NY,$$,3,224,thai&cocktailbars,1,Full Bar,0,Street,1,1,0,Casual,Casual,2,13,5,27,12,21,12,14,18,0.266728659,0.175227822,0.00204575,0.15049284,0.326873721,0.839,0.183,0.072,20,Medium No Reviews
Manetta's Ristorante,40.742935,-73.951929,11101,Long Island City,NY,$$,4,328,italian,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,13,5,21,9,18,11,11,15,0.266728659,0.175227822,0.00204575,0.15049284,0.326873721,0.839,0.183,0.072,20,Meadium to Large Reviews
Jora Restaurant & Bar,40.7438054,-73.9515007,11101,Long Island City,NY,$$,4.5,433,peruvian&cocktailbars&tapas,1,Full Bar,0,Street& Private Lot,1,1,0,Casual,Casual,2,15,6,23,11,20,12,13,15,0.266728659,0.175227822,0.00204575,0.15049284,0.326873721,0.839,0.183,0.072,20,Meadium to Large Reviews
Croxley's Ale House - Brooklyn,40.716096,-73.964839,11249,Brooklyn,NY,$$,3.5,266,sportsbars&chicken_wings,1,Full Bar,0,Street,1,0,0,Casual,Casual,2,20,5,46,14,17,23,29,19,0.479330335,0.037569691,0.001647238,0.094145971,0.123859605,0.941,0.224,0.048,20,Medium No Reviews
Aurora,40.716054,-73.964771,11249,Brooklyn,NY,$$,4,522,italian&comfortfood,1,Full Bar,1,Street,1,1,0,Romantic,Casual,2,20,5,47,15,17,25,29,19,0.479330335,0.037569691,0.001647238,0.094145971,0.123859605,0.941,0.224,0.048,20,Meadium to Large Reviews
Shelter Pizza,40.71967,-73.9608499,11249,Brooklyn,NY,$$,3,232,bars&pizza&empanadas,1,Full Bar,1,Street,1,1,0,Hipster,Casual,2,23,5,60,18,14,36,24,17,0.479330335,0.037569691,0.001647238,0.094145971,0.123859605,0.941,0.224,0.048,20,Medium No Reviews
Viva Toro,40.7166,-73.96136,11249,Brooklyn,NY,$$,3,407,bars&mexican&latin,1,Full Bar,0,Street,1,1,0,Casual,Casual,4,33,7,60,30,22,42,32,32,0.479330335,0.037569691,0.001647238,0.094145971,0.123859605,0.941,0.224,0.048,20,Meadium to Large Reviews
Giando on the Water,40.71076633,-73.96926634,11211,Brooklyn,NY,$$$,3.5,159,italian&venues,1,Full Bar,1,Valet,0,1,0,Classy,Dressy,2,3,2,18,7,13,9,11,8,0.577955955,0.030079785,0.001025671,0.033610462,0.231900352,0.842,0.16,0.045,45,Medium No Reviews
Zablozki's,40.71834629,-73.95998833,11211,Brooklyn,NY,$,4,137,pubs,1,Full Bar,0,Street,1,0,0,Casual,Casual,2,27,5,60,23,19,45,28,24,0.577955955,0.030079785,0.001025671,0.033610462,0.231900352,0.842,0.16,0.045,10,Small No Reviews
Barano,40.71037,-73.96794,11249,Brooklyn,NY,$$$,4.5,190,pizza&italian,1,Full Bar,0,Street,1,1,0,Trendy,Casual,2,4,2,23,7,15,10,12,13,0.479330335,0.037569691,0.001647238,0.094145971,0.123859605,0.941,0.224,0.048,45,Medium No Reviews
Patrizia's of Williamsburg,40.71088207,-73.96741817,11249,Brooklyn,NY,$$,4,525,pizza&italian,1,Beer & Wine Only,1,Street,1,1,0,Casual,Casual,2,8,3,25,8,16,11,12,13,0.479330335,0.037569691,0.001647238,0.094145971,0.123859605,0.941,0.224,0.048,20,Meadium to Large Reviews
Diner,40.71069,-73.96559,11249,Brooklyn,NY,$$,4,710,diners&newamerican&breakfast_brunch,1,Full Bar,1,Street,1,0,0,Hipster,Casual,2,14,3,28,13,23,13,15,23,0.479330335,0.037569691,0.001647238,0.094145971,0.123859605,0.941,0.224,0.048,20,large Number of Reviews
Rabbithole Restaurant,40.71229328,-73.96286879,11211,Brooklyn,NY,$$,4,723,newamerican&breakfast_brunch,1,Full Bar,1,Street,1,0,0,Hipster,Casual,2,29,8,60,28,39,32,27,24,0.577955955,0.030079785,0.001025671,0.033610462,0.231900352,0.842,0.16,0.045,20,large Number of Reviews
Salt + Charcoal,40.71453,-73.9613511,11249,Brooklyn,NY,$$,4,266,japanese&asianfusion&steak,1,Full Bar,1,Street,1,1,0,Trendy,Casual,2,32,6,60,31,25,43,37,37,0.479330335,0.037569691,0.001647238,0.094145971,0.123859605,0.941,0.224,0.048,20,Medium No Reviews
Peter Luger,40.709945,-73.962478,11211,Brooklyn,NY,$$$$,4,4885,steak,0,Full Bar,0,Street,0,1,0,Casual,Casual,2,30,9,45,25,35,22,19,38,0.577955955,0.030079785,0.001025671,0.033610462,0.231900352,0.842,0.16,0.045,60,Very Popular Resturant
Sea,40.71807,-73.960044,11211,Brooklyn,NY,$$,3.5,2683,thai&cocktailbars,1,Full Bar,0,Street,1,1,0,Trendy,Casual,3,27,6,60,26,20,47,28,24,0.577955955,0.030079785,0.001025671,0.033610462,0.231900352,0.842,0.16,0.045,20,Very Popular Resturant
Clinton Hall,40.71502,-73.95903,11211,Brooklyn,NY,$$,3,38,beergardens&bars&newamerican,1,Full Bar,1,Street,1,0,0,Trendy,Casual,2,37,5,60,33,23,48,26,36,0.577955955,0.030079785,0.001025671,0.033610462,0.231900352,0.842,0.16,0.045,20,Small No Reviews
Walter Foods,40.713588,-73.958488,11211,Brooklyn,NY,$$,4,487,tradamerican&cocktailbars,1,Full Bar,1,Street,0,1,0,Hipster,Casual,2,37,7,60,32,32,37,22,36,0.577955955,0.030079785,0.001025671,0.033610462,0.231900352,0.842,0.16,0.045,20,Meadium to Large Reviews
Traif,40.710658,-73.958872,11211,Brooklyn,NY,$$$,4.5,1770,newamerican&tapasmallplates,1,Full Bar,1,Street,0,1,0,Trendy,Casual,2,33,8,60,35,41,29,17,33,0.577955955,0.030079785,0.001025671,0.033610462,0.231900352,0.842,0.16,0.045,45,Very Popular Resturant
Ela Taverna,40.71916,-73.9586,11249,Brooklyn,NY,$$,4,80,greek&mediterranean,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,24,5,60,22,15,41,26,20,0.479330335,0.037569691,0.001647238,0.094145971,0.123859605,0.941,0.224,0.048,20,Small No Reviews
Vera Cruz,40.71729,-73.9579399,11211,Brooklyn,NY,$$,3,204,mexican&bars,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,31,6,60,27,22,50,29,27,0.577955955,0.030079785,0.001025671,0.033610462,0.231900352,0.842,0.16,0.045,20,Medium No Reviews
Mahal Kita,40.7106773,-73.9582807,11211,Brooklyn,NY,$$,4,245,indpak&desserts&seafood,1,No,0,Street,1,1,0,Casual& Intimate,Casual,4,34,8,60,35,42,26,14,37,0.577955955,0.030079785,0.001025671,0.033610462,0.231900352,0.842,0.16,0.045,20,Medium No Reviews
Zizi Limona,40.712256,-73.957053,11211,Brooklyn,NY,$$,4,373,mediterranean&mideastern,1,Beer & Wine Only,1,Street,1,1,0,Casual,Casual,2,33,8,60,34,41,31,20,36,0.577955955,0.030079785,0.001025671,0.033610462,0.231900352,0.842,0.16,0.045,20,Meadium to Large Reviews
El Almacen,40.71679,-73.9564,11211,Brooklyn,NY,$$,4,605,argentine&seafood&steak,1,Full Bar,1,Street,1,1,0,Intimate& Romantic,Casual,2,27,5,60,28,23,43,25,24,0.577955955,0.030079785,0.001025671,0.033610462,0.231900352,0.842,0.16,0.045,20,large Number of Reviews
Mable's Smokehouse & Banquet Hall,40.72118902,-73.95700045,11249,Brooklyn,NY,$$,4,724,bbq&bars&tradamerican,1,Full Bar,0,Street,1,1,0,Casual,Casual,2,15,2,60,16,14,30,15,19,0.479330335,0.037569691,0.001647238,0.094145971,0.123859605,0.941,0.224,0.048,20,large Number of Reviews
Il Porto Ristorante,40.6974427,-73.9675197,11205,Brooklyn,NY,$$,4,276,pizza&italian,1,Full Bar,1,Street,1,1,0,Casual,Casual,2,12,4,7,7,26,6,8,18,0.345116586,0.281808183,0.001693797,0.044610647,0.188407391,0.822,0.191,0.083,20,Medium No Reviews
